Address,LocationName
"2064 Marengo Street, Los Angeles, CA 90033",Ezra University
"2237 E Cedar Ave, POB 30880, Flagstaff, AZ 86004",Indian Bible College
"928 4th Street, Brookings, SD 57006",Institute of Lutheran Theology
"14209 E. Lomitas Avenue, La Puente, CA 91746",Latin American Bible Institute
"14012-F Sullyfield Circle, Chantilly, VA 20151",Virginia Christian University
"1827 Willow Pass Road, Concord, CA 94520",Urban Barber College
"1605 East Manning, Reedley, CA 93654",Princess Institute of Beauty
"710 North Davis Avenue, Suite N, Cleveland, MS 38732",Goshen School of Cosmetology
"141 East Chubbuck Road, Chubbuck, ID 83202",Elevate Salon Institute Pocatello Beauty Academy
"2803 Brewerton Road, Mattydale, NY 13211",Continental School of Beauty Culture
"7725 South Harlem Avenue, Bridgeview, IL 60455",Northwestern College
"3 Dag Hammarskjold Plaza, The Debs Center, 8th Flo, New York, NY 10017-2303",American University of Beirut
"1718 Old Trail Rd, Liverpool, PA 17045",Central Pennsylvania Diesel Institute
"5525 S. Decatur Blvd. Ste. 102, Las Vegas, NV 89118",L Makeup Institute
"20601 W. Paoli Lane, Weimar, CA 95736",Weimar Institute
"3018 West Overland Road, Boise, ID 83705",Mercy In Action College of Midwifery
"388 Chestnut Street, Lakewood, NJ 08701",Seminary Bnos Chaim
"395 Kent Road, Howell, NJ 07731",Yeshivas Emek Hatorah
"7120 Highway 52, Greenfield Park, NY 12435",Yeshiva of Ocean
"14610 South Military Trail, Suite G-4, Delray Beach, FL 33484",American Academy of Cosmetology - Delray Beach
"318 Donnelly Street, Mountain City, TN 37683",Frontier Health
"801 W. Girard Avenue, Philadelphia, PA 19122",Girard Medical Center
"6600 Fance Ave. S.Ste. 230, Edina, MN 55435","Mental Health Systems, PC"
"951-B Blanco Circle, Salinas, CA 93901",Monterey County Behavioral Health
"1015 Michigan Avenue, Logansport, IN 46947",National Psychology Training Consortium
"11800 S. 75th Ave.Suite 300, Palos Heights, IL 60463",Palos Behavioral Health Professionals
"430 East division Street, Fond du lac, WI 54935",St. Agnes Hospital
"3687 Veterans Drive, Fort Harrison, MT 59636",VA Montana Health Care System
"Woodland Centers, Inc.SR 3086, Gallipolis, OH 45631","Woodland Centers, Inc."
"60 Evergreen Place 10th Floor, East Orange, NJ 07018",Youth Consultation Services Institute
"3350 La Jolla Village Drive, San Diego, CA 92161","University of California, San Diego/V.A. San Diego Healthcare System"
"115 W. 3rd Street, Suite 800, Tulsa, OK 74103",Keith & Associates
"1331 New High Shoals Road, Watkinsville, GA 30677",Athens College of Ministry
"11277 Garden Grove Blvd, Garden Grove, CA 92843",California Graduate School of Theology
"905 South Euclid Street, Fullerton, CA 92832",Kernel University
"532 Eagle Rock Road, Wendell, NC 27591",Southeastern Free Will Baptist College
"20 Linden St. 2nd floor, Allston, MA 02134",International School of Advanced Learning
"2727 N. Central Ave, Phoenix, AZ 85004",U-Haul University
"14910 Jefferson Davis Hwy, Woodbridge, VA 22191",America School of Nursing and Allied Health
"920 Hampshire Road, Suite S, Westlake Village, CA 91361",Professional Medical Careers Institute
"49 W 33rd Street, New York, NY 10001",Universal English Center
"1201 W. 24th #210, Austin, TX 78705",Ashton International Academy
"10260 N. Central Expressway Suite 250, Dallas, TX 75231",Excel English Institute
"49 West 33rd Street 4th Floor, New York, NY 10001",Campus Education Midtown
"6201 Leesburg Pike Suite 303, Falls Church, VA 22044",Uceda International- Falls Church
"400 Corporate Pointe  Suite 300, Culver City, CA 90230",Internexus Los Angeles
"723 7th Avenue, 9th Floor, New York, NY 10019",Campus Education Times Square
"136-56 39th Avenue Basement, Flushing, NY 11354",LISMA Queens ESL Center (Queens 2)
"1601 Dove Street, Suite 105, Newport Beach, CA 92660",International Academy of English (IAE) Irvine
"8700 NW River Park Dr. CMB 136, Parkville, MO 64152",Language Consultants International (LCI) Kansas City
"514 University Avenue, Selinsgrove, PA 17870",Language Consultants International (LCI) Susquehanna
"6965 Cumberland Gap Parkway, Harrogate, TN 37752",American Language Academy at Lincoln Memorial University
"251 Harvard Street, Brookline, MA 02446",American Language Academy Boston
"560 N. Nimitz Hwy, Suite 125D, Honolulu, HI 96817",Makana Esthetics Wellness Academy
"1593 Spring Hill Rd, Suite 210, Vienna, VA 22182",American Massage & Bodywork Institute
"640 West Irving Park Road, Chicago, IL 60613",American Islamic College
"2045 W. Northern Ave., Phoenix, AZ 85021",Arizona College of the Bible
"7723 Asher Ave., Little Rock, AR 72214",Capital City Junior College of Business
"1000 Phoenix Avenue, Fort Smith, AR 72901",Career Academy of Hair Design-Fort Smith
"2215 East Harding, Suite 8 & 9, Pine Bluff, AR 71601",Northern Technical College
"600 North Sierra Way, San Bernardino, CA 92410","San Bernardino Beauty College, Inc."
"1787 North Texas Street, Fairfield, CA 94533",D?Lacreme School of Cosmetology and Barbering
"2105 West 15th Street, Panama City, FL 32401",Elite School of Cosmetology
"16640 San Pedro Avenue, San Antonio, TX 78232",The Salon Professional Academy of San Antonio
"3695 South Redwood Road, Suite #9, West Valley City, UT 84119",American Beauty Academy
"16233 Clay Road, Suite 312, Houston, TX 77084",Vogue International Academy
"901 North Colombo Avenue, Sierra Vista, AZ 85650",Cochise College
"400 MLK Blvd Montagne Center, Beaumont, TX 77710",Texas Intensive English Program (TIEP) at Lamar University
"301 23rd St. Suite 1000, Canyon, TX 79015",English as a Second Language International (ESLI) at West Texas A& M University
"1517B Irene Street, Bethlehem, PA 18017",Lehigh Valley Barber School
"7901 Drean Street #2, Florence, KY 41042","American College of Barbering, Inc"
"1870 Chace Drive, Suite 140 & Suite 130, Hoover, AL 35244",Winonah?s International School of Cosmetology
"500 North 3rd Street, Phoenix, AZ 85004-0698",Arizona State University
"4610 X Street, Suite 4202, Sacramento, CA 95817","University of California, Davis"
"6320 Quadrangle Dr. #200, Chapel Hill, NC 27517",English Learning Institute
"2198 Sixth Street, Berkeley, CA 94603",The Sanville Institute
"3140 J Street, 2nd Floor, Sacramento, CA 95816",Lincoln Law School of Sacramento
"2140 Durant Avenue, Berkeley, CA 94707",Institute of Buddhist Studies
"3550 Watt Avenue, Suite 140, Sacramento, CA 95821",Professional School of Psychology
"800 East Atwater Avenue, Bloomington, IN 47405",Indiana University School of Optometry
"4601 East Bell Road, Suite A15, Phoenix, AZ 85032",Olympus Beauty Academy
"3033 West Parker Road, Suite 205, Plano, TX 75023",I.T.S. Academy of Beauty
"325 N. Wells Street, Suite 733, Chicago, IL 60654",The Chicago School's Community Internship Consortium
"FCI Allenwood, PO Box 2500, White Deer, PA 17887","Federal Correctional Complex - Allenwood, PA"
"400 South Santa Fe Avenue, Salina, KS 67401",Salina Regional Health Center (SRHC)
"Sheridan VAHCS, 1898 Fort Rd., Bldg. 8, Sheridan, WY 82801",Sheridan VA Health Care System
"3580 Wilshire Blvd. Suite 2000, Los Angeles, CA 90010",Institute for Multicultural Counseling & Education Services
"675 Main Street, Middletown, CT 06457",Community Health Center
"3471 5th Avenue, Pittsburgh, PA 15213",Liliane S. Kaufmann School - Montefiore Hospital
"1018 US Highway 181, Portland, TX 78374",The Strand Institute of Beauty & Esthetics
"93 South Chestnut Street, Ventura, CA 93001",Lu Ross Academy
"1152 Vestal Avenue, Binghamton, NY 13903",Anousheh School of Hair
"567 S. Valley View Dr. #4, St. George, UT 84770",Zion Massage College
"5601 South 59th Street, Suite D, Lincoln, NE 68516",Paul Mitchell the School - Lincoln
"107-25 Metropolitan Avenue, Forest Hills, NY 11375",Berkowits School of Electrolysis
"5694 Rising Sun Avenue, Philadelphia, PA 19120",Philadelphia Barber School
"2015 East Riverside Drive, Building 6, Austin, TX 78741",BeVelle Barber School
"3602 Slide Road, Suite B-18, Lubbock, TX 79401",Texas College of Cosmetology - Lubbock
"1712 34th Street, Lubbock, TX 79411",Vogue College of Cosmetology
"217 South Tower Avenue, Centralia, WA 98531",Centralia Beauty College
"2151 Salvio Street Suite 210, Concord, CA 94520",International Education Center at Diablo Valley College
"8700 Mayfield Road, Chesterland, OH 44026","The Loretta Paganini School of Cooking, Inc. dba The International Culinary Arts and Sciences Institute"
"2701  Fairview Road, Costa Mesa, CA 92626",International Education Center at Orange Coast College
"30 JFK Street 3rd Floor, Cambridge, MA 02138",The Academy at Harvard Square English Institute
"Taft Hall, Room 102, Lippitt Road, Kingston, RI 02881",Associates in Cultural Exchange (A.C.E.)
"6300 Ocean Drive, Unit 5712, Corpus Christi, TX 78412",ESLi at Texas A & M University Corpus Christi
"1906 College Heights Blvd. Tate Page Hall 328, Bowling Green, KY 42101",English as a Second Language International (ESLi) at Western Kentucky University
"4205 Ryan Street Burton Busienss center Room 339, Lake Charles, LA 70607",ESLi at McNeese State University
"74 Circle Drive, Evergreen Hall Office 279, Edwardsville, IL 65025",English as a Second Language International (ESLi) at Southern Illinois University Edwardsville
"1207 Ordean Court, 209 Bohannon Hall, Duluth, MN 55812",English as a Second Language International (ESLI) at the University of Minnesota Duluth
"Old Main 311 1710 Weeks Ave., Superior, WI 54880",English as a Second Language International (ESLI) at the University of Wisconsin Superior
"1315 Enterprise Drive, Romeoville, IL 60446",Illinois Welding School
"1000 North Oak Avenue, Marshfield, WI 54449",Marshfield Clinic
"3300 Oakdale Avenue N., Robbinsdale, MN 55442",North Memorial Medical Center
"7777 Leesburg Pike, Falls Church, VA 22043",Stratford Language Institute
"516 South Gay Street, Knoxville, TN 37902",Douglas J Aveda Institute
"4050 Crooks Road, Royal Oak, MI 48073",Elevate Salon Institute
"4180 Elizabeth Lake Road, Waterford, MI 48328",D & S School of Cosmetology
"16610 North 75th Avenue, Suite 103, Peoria, AZ 85382",Kor Beauty Academy
"200 Southeast Main Street, Ennis, TX 75119",National Beauty College
"3301 North Ware Road, Suite A, McAllen, TX 78501",GA Nails Beauty School LLC
"415 Smithfield Street, Third Floor, Pittsburgh, PA 15222",PMCA Pittsburgh Multicultural Cosmetology Academy Inc.
"1311 E Central Drive, Meridian, ID 83642",Idaho College of Osteopathic Medicine
"3723 Sauk Trail, Richton Park, IL 60471","Epiphany's Beauty College, Inc."
"5950 Florin Rd., Suite 103, Sacramento, CA 95823",Mixed Institute of Cosmetology & Barber
"76 Veterans Ave, Bath, NY 14810",Bath VA Medical Center
"1700 South Lincoln Ave., Lebanon, PA 17042",Lebanon VA Medical Center
"1528 US Hwy 395 Suite 100, Gardnerville, NV 89410",Nevada Division of Public and Behavioral Health
"1900 Silver Lake Road, New Brighton, MN 55112","Nystrom & Associates, Ltd."
"800 Zorn Avenue Buidling 24, Louisville, KY 40207",Robley Rex VA Medical Center
"6900 N. Pecos Road, N. Las Vegas, NV 89086",VA Southern Nevada Healthcare System
"1 Anna Marsh Lane, Brattleboro, VT 05301",Brattleboro Retreat
"P.O. Box 9478, Bradenton, FL 34206",Centerstone Consortium
"60 Romer Avenue, Pleasantville, NY 10570",Pleasantville Union Free School District
"500 Limit St, Leavenworth, KS 66048",The Guidance Center
"4801 Veterans Drive MH-116A, St. Cloud, MN 56303",St. Cloud VA Health Care System
"5252 Hickory Hollow Parkway, Suite 162, Antioch, TN 37013",Shear Perfection Academy of Cosmetology
"102 North Sycamore Street, Petersburg, VA 23803",Another Level Barbering and Cosmetology
"600 Garland Avenue, Hot Springs, AR 71913",Champion Christian College
"1818 S. Western Ave. #304, Los Angeles, CA 90006",Sierra States University
"555 W. Redondo Beach Blvd., Gardena, CA 90248",University of South Los Angeles
"1006 Williamstown Drive, Dumfries, VA 22026",Virginia Bible College
"4020 Kietzke, Reno, NV 89502",Milan Institute of Cosmetology
"220 Bennet Avenue, New York, NY 10040",Bais Medrash Ateres Shlomo
"911 Somerset Avenue, Lakewood, NJ 08701",Yeshiva Gedola Na'os Yaakov
"7520 West Waters Avenue, Suite 19, Tampa, FL 33615",Aguilas International Technical Institute
"941E West Andrews Ave, Henderson, NC 27536",Geter Barber College LLC
"52 South Section Street, Fairhope, AL 36532",Bay Style Academy of Cosmetology
"25463 Grand River, Redford, MI 48240",Unlimited Beauty Institute
"117 Front St, Indianola, MS 38571",S&S College of Hair
"7214 Hull Street Rd, Richmond, VA 23235",Edify Barber Academy
"5306 West Chicago Avenue, Chicago, IL 60651",Avenue Academy of Beauty & Culture
"2460 Missouri Avenue, Las Cruces, NM 88001",Glitz School of Cosmetology
"4620 West Magnolia Boulevard, Burbank, CA 91505",Icon Collective
"2028 Powers Ferry Road SE, Suite 160, Atlanta, GA 30339",The English Island
"4521 PGA Blvd, Palm Beach Gardens, FL 33418",Institute for Academic and Career English
"4205 West Hillsboro Blvd., Coconut Creek, FL 33073",Open Hearts Language Academy (OHLA) Boca Raton
"2448 Sand Lake Road, Orlando, FL 32809",Language On Orlando
"8680 Spring Mountain Road, Las Vegas, NV 89117",English USA Internexus Las Vegas
"248 West 35th Streeet, 2nd Floor, New York, NY 10001",New York English Center
"518 Locust St., Davenport, LA 52803",INTERLINK Language Center at St. Ambrose University
"300 Culbertson Hall Bozeman, Bozeman, MT 59717",INTERLINK Language Center at Montana State University
"4 Nickerson Street, Suite 200, Seattle, WA 98109",INTERLINK Language Center at Seattle Pacific University
"1010 Administration Drive 025 Foust Bldg., Greensboro, NC 27412",INTERLINK Language Center at University of North Carolina Greensboro
"60 University Drive Suite 101, Valparaiso, IN 46373",INTERLINK Language Center at Valparaiso University
"424 N. 7th St. Root Hall, A-141, Terre Haute, IN 47809",INTERLINK Language Center at Indiana State University
"Avenue Ponce de Leon 904, Miramar, PR 00907",Institute of Beauty Careers
"1315 Highway 105, #102, Brenham, TX 77833",Manuel & Theresa's School of Hair Design
"1964 SW Military Drive, San Antonio, TX 78221",The College of Healthcare Professions
"3600 N. Grand River Ave., Lansing, MI 48906",AIS Heavy Equipment Technical Institute
"14929 Cantrll Road, Little Rock, AR 72223",Arkansas Center for Montessori Studies
"123 North 13th Street, Phoenix, AZ 85034",Southwest Institute of Montessori Studies
"16534 Keystone Boulevard, Unit C, Parker, CO 80134",Stacey James Institute
"10592 Balmoral Circle East, Suite #1, Jacksonville, FL 32218","KCK Beauty & Barber Academy, Inc."
"318 Second Street, Paintsville, KY 41240",South Eastern Beauty Academy
"2101 A2 Patterson Street, Greensboro, NC 27407",Grace College of Barbering
"3200 Guernsey Street, Bellaire, OH 43906",Elite Academy Of Hair Design LLC
"98 Davenport Street, Suite 10, Goose Creek, SC 29445",Kenneth Shuler School of Cosmetology
"4115 North Kings Highway, Suite 109, Texarkana, TX 75503",Barber Academy of Texarkana
"901 South IH 35 Suite #102, Georgetown, TX 78626",The Salon Professional Academy
"401 North 1st Street, Yakima, WA 98901",Evergreen Beauty College
"130 Almaden Boulevard, San Jose, CA 95113",Paul Mitchell The School San Jose
"301 Bardstown Rd Office L16, Louisville, KY 40215",English as Second Language International (ESLI) at Sullivan University
"60 South Main, Suite B001, Brigham City, UT 84302","Beaux Cheveux Academy of Cosmetology, Inc."
"1532 East Tenth Street, Brooklyn, NY 11230",Yeshivat Hechal Shemuel
"1132 Olympic Drive, Corona, CA 92881",Young Americans College of the Performing Arts
"927 Freeport Rd., Freeport, PA 16229-1824",Biblical Life Institute
"1500 E. Medical Center Drive, Ann Arbor, MI 48108",University of Michigan Health Systems
"11201 Shaker Boulevard, Cleveland, OH 44104",St. Vincent Charity Medical Center
"89-06 135th Street, Jamaica, NY 11418",Jamaica Hospital
"9170 Foothill Boulevard, Rancho Cucamonga, CA 91730",Bridges Beauty College
"573 East Main Street, Norristown, PA 19401",Premier Barber Institute
"6371 Business Boulevard, Suite 200, Sarasota, FL 34240",Sarasota University
